"V1" "V2" "V3"
"1" 0.552238690115054 0.282016171319406 0.165745138565541
"2" 0.552715139549684 0.241856912667135 0.205427947783182
"3" 0.562588908498487 0.254301452839592 0.18310963866192
"4" 0.592282991156677 0.283592671848508 0.124124336994815
"5" 0.567768442809507 0.271883003930793 0.1603485532597
"6" 0.570838089524512 0.260922050666641 0.168239859808847
"7" 0.563784826888877 0.25423996995768 0.181975203153443
"8" 0.571397848492839 0.254214726191802 0.174387425315358
"9" 0.57434024021116 0.303255132946137 0.122404626842702
"10" 0.565169864458727 0.262236750452742 0.172593385088531
"11" 0.555278861072045 0.276105564148656 0.1686155747793
"12" 0.582168249285818 0.220858224812992 0.19697352590119
"13" 0.565740352867697 0.252961785799074 0.18129786133323
"14" 0.559895487452489 0.292641541035617 0.147462971511894
"15" 0.554062184144005 0.280022980405036 0.16591483545096
"16" 0.547292813345866 0.289332109654687 0.163375076999448
"17" 0.567884545651357 0.253740954587148 0.178374499761494
"18" 0.590840906078377 0.198507663435509 0.210651430486114
"19" 0.566683325115638 0.307654225641162 0.1256624492432
"20" 0.597409645640984 0.263658694887883 0.138931659471133
"21" 0.570987929306315 0.288811497630999 0.140200573062686
"22" 0.606745708248577 0.221931215272558 0.171323076478865
"23" 0.568913285058896 0.254466781392007 0.176619933549097
"24" 0.552957473147292 0.267007570921964 0.180034955930744
"25" 0.576493162311583 0.232744335808167 0.19076250188025
"26" 0.56524688080779 0.0438086425493116 0.390944476642899
"27" 0.53072379041605 0.0763549226878204 0.39292128689613
"28" 0.56261220551032 0.0479199320309899 0.38946786245869
"29" 0.55507117156337 0.0526089269951964 0.392319901441434
"30" 0.549502409821835 0.0522496451066608 0.398247945071504
"31" 0.542036126677934 0.0611103196713765 0.39685355365069
"32" 0.558371247860321 0.0468983709620216 0.394730381177658
"33" 0.553253443625166 0.0464443844326987 0.400302171942136
"34" 0.549964559561086 0.0540710588338699 0.395964381605044
"35" 0.562117102892528 0.318823213402258 0.119059683705214
"36" 0.563140064148089 0.342150396420738 0.0947095394311726
"37" 0.630510379475806 0.363130136801029 0.00635948372316492
"38" 0.571705803280284 0.317450678020133 0.110843518699583
"39" 0.554681127026407 0.332735679532507 0.112583193441086
"40" 0.579604087647164 0.313601377667613 0.106794534685223
"41" 0.564168748122955 0.327737900950996 0.108093350926049
"42" 0.564145505548249 0.329599930019898 0.106254564431853
"43" 0.570441579871831 0.318310370558881 0.111248049569288
"44" 0.56550136021841 0.329589962393459 0.104908677388131
"45" 0.561245782423734 0.341781948652653 0.0969722689236127
"46" 0.56556678269349 0.324459447749182 0.109973769557328
"47" 0.622263045394928 0.35176383103678 0.025973123568292
"48" 0.563957548016461 0.0435486494983283 0.392493802485211
"49" 0.560263909821572 0.0468886934609062 0.392847396717522
"50" 0.560165035239231 0.0246164008080908 0.415218563952679
"51" 0.547891485174964 0.0496520470291538 0.402456467795882
"52" 0.549394984158816 0.0392713243926876 0.411333691448497
"53" 0.548937260554773 0.0467390234479963 0.404323715997231
"54" 0.550215717504666 0.0384916821697858 0.411292600325548
"55" 0.584509361971838 0.000435712720744855 0.415054925307417
"56" 0.576669561098805 0.0373267594974034 0.386003679403791
"57" 0.574947926963007 0.0451925463943219 0.379859526642671
"58" 0.57029637705027 0.021571220225861 0.408132402723869
"59" 0.542980046721679 0.0418919257571979 0.415128027521123
"60" 0.562082106312917 0.0514461134561921 0.386471780230891
"61" 0.588696955953904 0.00223842097975496 0.409064623066341
"62" 0.555784623265594 0.0395676317614306 0.404647744972975
"63" 0.580519653454578 0.0230491527628932 0.396431193782529
"64" 0.549859946707403 0.0564101895011302 0.393729863791467
"65" 0.577043746240124 0.0264047877154319 0.396551466044444
"66" 0.560478118077456 0.198229264232826 0.241292617689718
"67" 0.59056357255341 0.187218047473322 0.222218379973267
"68" 0.511339569765917 0.200552612258119 0.288107817975964
"69" 0.541182506503281 0.197191225702676 0.261626267794043
"70" 0.540351092212022 0.192823312557133 0.266825595230845
"71" 0.569987744633621 0.171466578691244 0.258545676675135
"72" 0.538782427526143 0.204640891786132 0.256576680687725
"73" 0.561208315416004 0.180271171000792 0.258520513583204
"74" 0.557688719736959 0.195625726318456 0.246685553944586
"75" 0.553716997583741 0.199110933291467 0.247172069124792
"76" 0.553329375401182 0.192922892768503 0.253747731830315
"77" 0.564151809952072 0.177706211412554 0.258141978635374
"78" 0.552349415099423 0.196631361067291 0.251019223833286
"79" 0.566817969913628 0.183557853099419 0.249624176986953
"80" 0.579099276290068 0.187390610989407 0.233510112720525
"81" 0.538663837862402 0.201344276470776 0.259991885666822
"82" 0.561743074393443 0.197123732539888 0.24113319306667
"83" 0.553491804894237 0.193434677309487 0.253073517796276
"84" 0.570958668415398 0.179550409856155 0.249490921728447
"85" 0.547947146618659 0.187607407520264 0.264445445861077
"86" 0.644536365546475 0.14721617805293 0.208247456400596
"87" 0.671942484027688 0.151595558534168 0.176461957438144
"88" 0.678462400733674 0.156856130406234 0.164681468860093
"89" 0.663860289946327 0.14018088982301 0.195958820230663
"90" 0.657881425723431 0.152313674623624 0.189804899652945
"91" 0.659666978057598 0.162872170622948 0.177460851319454
"92" 0.654857874708202 0.141564209200456 0.203577916091342
"93" 0.66556945955962 0.141335216228355 0.193095324212025
"94" 0.646885431355156 0.175607168414923 0.177507400229921
"95" 0.637965786503054 0.162648779195607 0.199385434301339
"96" 0.642768738623246 0.168944901695529 0.188286359681225
"97" 0.651203826323355 0.144719857249874 0.204076316426771
"98" 0.654769606024955 0.161161424371761 0.184068969603284
"99" 0.658685881659252 0.150649104749236 0.190665013591513
"100" 0.658137766335004 0.140650349929074 0.201211883735922
"101" 0.65780182831221 0.127899743165472 0.214298428522317
"102" 0.662171072675248 0.143993546342535 0.193835380982217
"103" 0.637425021523358 0.160193098745282 0.202381879731359
"104" 0.668553953714525 0.141707971657377 0.189738074628098
"105" 0.684730954550598 0.119738066484027 0.195530978965375
"106" 0.589714041025742 0.236062613503398 0.174223345470861
"107" 0.552782255055649 0.263651998615042 0.18356574632931
"108" 0.535737121974215 0.300264988539225 0.16399788948656
"109" 0.541355986578097 0.395773735777326 0.0628702776445767
"110" 0.551487077603778 0.264548604516501 0.183964317879721
"111" 0.569273391489687 0.245782968240999 0.184943640269313
"112" 0.55794740954691 0.299441039288668 0.142611551164422
"113" 0.559294661094064 0.389601459288365 0.0511038796175711
"114" 0.559557791401545 0.240830842170909 0.199611366427546
"115" 0.582370109275678 0.32363707881301 0.0939928119113116
"116" 0.567919862562468 0.307900354939567 0.124179782497966
"117" 0.555216131729444 0.426696224076068 0.0180876441944881
"118" 0.5655534031705 0.245797107102392 0.188649489727109
"119" 0.563626909170057 0.301463092213722 0.134909998616222
"120" 0.524983572131508 0.324726314423372 0.15029011344512
"121" 0.522731451965515 0.407370314792337 0.0698982332421479
"122" 0.522866071995471 0.249412941249236 0.227720986755292
"123" 0.542112800685435 0.328135486250895 0.12975171306367
"124" 0.54297436008965 0.383923055330762 0.0731025845795877
"125" 0.546754747876095 0.398757012925434 0.0544882391984708
"126" 0.538833189197548 0.273100431082958 0.188066379719494
"127" 0.575355852428076 0.30372642287483 0.120917724697095
"128" 0.541160093694158 0.381897133073077 0.076942773232765
"129" 0.534568620295413 0.3980812753195 0.0673501043850877
"130" 0.570810544915581 0.236035243823777 0.193154211260642
"131" 0.556344317477426 0.318212264833616 0.125443417688958
"132" 0.546111308895831 0.406140995130241 0.0477476959739284
"133" 0.559068291996785 0.262175176076262 0.178756531926953
"134" 0.561184033362684 0.290572008423876 0.14824395821344
"135" 0.539842697685913 0.378498991801831 0.0816583105122559
"136" 0.539726396288018 0.378582639981839 0.0816909637301432
"137" 0.559530792723922 0.364915207325142 0.0755539999509354
"138" 0.577227972422214 0.341136312145157 0.081635715432629
"139" 0.532913870568293 0.390334387690843 0.0767517417408642
"140" 0.55003450700086 0.361332716715315 0.0886327762838249
"141" 0.542464810925582 0.341319198298024 0.116215990776394
"142" 0.535862350686174 0.394334792762869 0.0698028565509571
"143" 0.550068074581287 0.383207933304302 0.0667239921144118
