"V1" "V2" "V3"
"1" 0.220071808581807 0.0534691141266913 0.726459077291502
"2" 0.178025448585768 0.0906151370428666 0.731359414371365
"3" 0.190451821717875 0.0720256547734544 0.73752252350867
"4" 0.214092587620006 0.035967015813975 0.749940396566019
"5" 0.207709744845618 0.0364698168321925 0.755820438322189
"6" 0.19546476193286 0.052825475619878 0.751709762447262
"7" 0.187535514289765 0.0678486926795467 0.744615793030689
"8" 0.191241564361146 0.0334529954827329 0.775305440156121
"9" 0.233462792022665 0.0237657621567944 0.742771445820541
"10" 0.197107030064676 0.0594342479760775 0.743458721959246
"11" 0.215284004525942 0.0466747471285923 0.738041248345466
"12" 0.158563621173405 0.0553343038076936 0.786102075018902
"13" 0.187504814329598 0.0672795108230484 0.745215674847354
"14" 0.227419583027009 0.0341605026238809 0.73841991434911
"15" 0.214809498102123 0.0570400169262732 0.728150484971604
"16" 0.230219587461243 0.0580116640236719 0.711768748515086
"17" 0.192175277407791 0.066492131686297 0.741332590905912
"18" 0.134176431754607 0.079054085942131 0.786769482303262
"19" 0.241343643015402 0.0285366265584755 0.730119730426122
"20" 0.201262244059082 0.0392806656188197 0.759457090322098
"21" 0.221991407027649 0.0300622628821045 0.747946330090247
"22" 0.158316185133599 0.0613116419435835 0.780372172922818
"23" 0.188332525373692 0.0782980724733637 0.733369402152944
"24" 0.203071243034435 0.0617470993472917 0.735181657618274
"25" 0.175962415537263 0.0469193833681472 0.77711820109459
"26" 2.6637843280123e-05 0.27135718433799 0.72861617781873
"27" 0.0243785605601307 0.27766437403513 0.69795706540474
"28" 0.00471113020567461 0.268155262822038 0.727133606972287
"29" 0.00263893072720123 0.274772481073244 0.722588588199555
"30" 0.00543550588826866 0.278070701738771 0.71649379237296
"31" 0.013958600936431 0.279774269206712 0.706267129856858
"32" 8.15130945551826e-05 0.272635556584075 0.72728293032137
"33" 0.00619851880635387 0.280158345217274 0.713643135976372
"34" 3.94349259348355e-05 0.277454044909572 0.722506520164493
"35" 0.254211497615775 0.0213847389453907 0.724403763438834
"36" 0.27747731354269 0.00887467228179142 0.713648014175518
"37" 0.268463055405222 8.46660065226629e-05 0.731452278588255
"38" 0.249756265530266 0.0156705852874862 0.734573149182248
"39" 0.271327955039858 0.0048492210393395 0.723822823920802
"40" 0.245899556838443 0.0033916669674856 0.750708776194071
"41" 0.262835498092992 0.0203430261359487 0.716821475771059
"42" 0.263781809893104 0.000229341327271868 0.735988848779624
"43" 0.251640078398992 0.0182893407145889 0.730070580886419
"44" 0.260013288862421 0.0152898622603879 0.724696848877191
"45" 0.272532390491742 0.0110522561341483 0.71641535337411
"46" 0.257499216140033 0.00079168786137547 0.741709095998592
"47" 0.261583056578225 0.000423723455374381 0.737993219966401
"48" 0.0024898367939135 0.271206420742434 0.726303742463653
"49" 0.00702475511370906 0.272596041127731 0.72037920375856
"50" 0.00217041388284446 0.289330001697945 0.708499584419211
"51" 0.00961499481393803 0.282071954987819 0.708313050198243
"52" 0.00478511971775347 0.290340855522051 0.704874024760196
"53" 0.00791024054985579 0.288365142956873 0.703724616493272
"54" 0.00591203418827392 0.291435705970225 0.702652259841501
