"V1" "V2" "V3" "V4"
"1" 0.131975387325282 0.083656507399319 0.09333022557235 0.691037879703049
"2" 0.818565846457829 0.0856226611212227 0.0876504979632304 0.00816099445771755
"3" 0.506865619131719 0.129621548031504 0.0259166399469072 0.337596192889869
"4" 0.357779989692957 0.0858711493272403 0.0877479948104838 0.468600866169319
"5" 0.586981228884555 0.142778845696179 5.4038752200018e-05 0.270185886667066
"6" 0.278509415426118 0.0498730087999505 0.13653030533471 0.535087270439221
"7" 0.00107953697055872 4.3596618213298e-05 0.198679851043266 0.800197015367962
"8" 0.0398307223885274 0.0231590317929661 0.163602883627312 0.773407362191194
"9" 0.0370384161484064 0.000174316001448297 0.179515680725816 0.78327158712433
"10" 0.45122458259484 0.100584481091808 0.0656535542417949 0.382537382071557
"11" 0.441923533663093 0.0874137165343252 0.0803877938095654 0.390274955993016
"12" 0.547175459954263 0.146062597630387 0.000171406517409843 0.306590535897939
"13" 0.525212775019709 0.037568991522177 0.141529575918055 0.295688657540059
"14" 0.301412801914817 0.13162341609379 0.0180730053310629 0.54889077666033
"15" 0.678112562068453 0.101249478707267 0.0595550980087513 0.161082861215529
"16" 0.287298336785664 9.66624429450501e-05 0.186452738552236 0.526152262219156
"17" 0.512566611511177 0.0981747207242105 0.0872107631701314 0.302047904594481
"18" 0.352988207999252 0.153719596248848 0.000326948891479528 0.492965246860421
"19" 7.60874033953365e-05 0.0195958982755909 0.166330620365881 0.813997393955132
"20" 0.269343119475525 0.147318202185049 0.0201563487273301 0.563182329612096
"21" 0.614938085308273 0.118560848532603 0.0392095419162386 0.227291524242885
"22" 0.837921895102427 0.15901655006778 5.01208477636807e-05 0.0030114339820298
"23" 0.797950914439711 0.00414165453686398 0.176427901601723 0.0214795294217026
"24" 0.833040778756288 0.00642893595236078 0.160338101795081 0.000192183496270116
"25" 0.748919144263426 0.0018803111096658 0.186365419267776 0.0628351253591328
"26" 0.0721534983702318 0.111413010002928 0.0679976392375184 0.748435852389322
"27" 0.836397601129989 0.0908069415882262 0.0727717392790434 2.37180027415422e-05
"28" 0.00039594862578356 0.00127070596690598 0.249375036816661 0.748958308590649
"29" 0.693238339697558 0.00353737040785061 0.208488313385965 0.0947359765086266
"30" 0.656758923571769 0.0244718410436735 0.186682184535875 0.132087050848682
"31" 0.658443863425811 0.00336072220385648 0.207269218562799 0.130926195807534
"32" 0.72879479559783 0.0606988479383166 0.123021900261577 0.0874844562022758
"33" 0.703679852508632 0.000242519003450632 0.215462251442992 0.0806153770449256
"34" 0.738520346371291 0.133187690826632 0.00226246120675396 0.126029501595323
"35" 0.626101092705045 0.105676943363795 0.0560684186599396 0.212153545271221
"36" 0.587786740972708 0.0999486312346779 0.0678146532748839 0.24444997451773
"37" 0.767823902765498 0.144972739981933 0.00182515961614827 0.0853781976364212
"38" 0.596895653991608 0.00717793216774963 0.156066635100108 0.239859778740535
"39" 0.575237296483429 0.142690081414405 0.0143833126976363 0.26768930940453
"40" 0.26735182657579 0.0379192635685948 0.124441001480611 0.570287908375005
"41" 0.392009474839861 0.0685707742333267 0.103623568506431 0.435796182420381
"42" 0.440907809095898 0.11859873442677 0.0458789687563892 0.394614487720943
"43" 0.492333329507001 0.0703163291379953 0.0960778190649822 0.341272522290021
"44" 0.839614719001823 0.0271014917819754 0.131038392920021 0.00224539629618034
"45" 0.75712646769301 0.051167972142325 0.108999411143822 0.0827061490208431
"46" 0.840933311005352 0.144963436840892 2.38227464960351e-05 0.0140794294072603
"47" 0.827634919612861 0.151078036242991 2.6509773397752e-05 0.0212605343707496
"48" 0.742113857277962 0.00644572596528041 0.20376227652418 0.0476781402325774
"49" 0.698971104785449 0.0229942806980933 0.184268813937979 0.0937658005784786
"50" 0.848422926835873 0.0944465810092209 0.0563213825074016 0.000809109647504759
"51" 0.814242187637498 0.0473836048189784 0.138350609504288 2.35980392354211e-05
"52" 0.51135860582303 0.0767187898483189 0.110545792250257 0.301376812078394
"53" 0.818115387248628 0.0674547974221618 0.112366140271647 0.00206367505756272
"54" 0.650391315593431 0.0329835555111006 0.178438084972035 0.138187043923434
"55" 0.792996835384443 0.054674494428775 0.12837857693009 0.0239500932566927
"56" 0.083968325521247 0.040525384250163 0.19699401969462 0.67851227053397
"57" 0.824325903748528 0.095890721351986 0.0688984946883647 0.0108848802111212
"58" 0.648599017107158 0.0783418433953116 0.0984010325067582 0.174658106990772
"59" 0.794141832020235 0.000588712061772451 0.205003694199056 0.000265761718936417
"60" 0.478533205741031 0.0203689691307549 0.20084513992291 0.300252685205304
"61" 0.867873109691487 0.126871120572129 0.00466157867763377 0.000594191058749866
"62" 0.182887123875689 0.00843750475275047 0.243536364864496 0.565139006507064
"63" 0.798015035590461 0.00105218846859052 0.199710179058292 0.00122259688265675
"64" 0.0152459763133765 0.000475357537909828 0.263467657155526 0.720811008993187
"65" 0.77508311605668 0.0425767876959759 0.155466832322337 0.0268732639250072
"66" 0.0110074836002298 0.000248305497398155 0.215818129698284 0.772926081204088
"67" 0.486313213980471 0.0348710480121534 0.157297185732244 0.321518552275131
"68" 0.109964783749565 0.111692843704341 0.0752346060231983 0.703107766522896
"69" 0.38591187907871 0.137440773153542 0.000195958826638535 0.476451388941109
"70" 0.823391295364506 0.132457320602427 0.00874273116218163 0.035408652870885
"71" 0.0748025798482243 5.41093053484375e-05 0.215738618551882 0.709404692294545
"72" 0.294043541921774 0.0284610693161126 0.172645818950152 0.504849569811962
"73" 0.160958459331314 0.00060788633973012 0.222366721034593 0.616066933294363
"74" 0.00853101511163994 0.144944581239064 0.000421117260494484 0.846103286388801
"75" 0.0454394357092364 4.76020941002116e-05 0.214687910419585 0.739825051777078
"76" 0.848138841145349 0.133797279925565 0.012051782574753 0.00601209635433289
"77" 0.262236712190707 0.0987146368975794 0.0788222113248918 0.560226439586822
"78" 0.0260997223584253 0.00294530324847879 0.216768676827617 0.754186297565479
"79" 0.0905258279723346 0.00255501379489431 0.216059748014952 0.690859410217819
"80" 0.63487793652938 0.035448269546535 0.152983035573893 0.176690758350192
"81" 0.666123049150723 0.000843492565887872 0.188663082969004 0.144370375314385
"82" 0.525582277356477 0.0917261900267788 0.08183727282774 0.300854259789004
"83" 0.765773975754106 0.125624343824896 0.0233847739507281 0.0852169064702694
"84" 0.776575278025879 0.115165802456541 0.0490047181927365 0.0592542013248434
"85" 0.462588718017733 0.0696204292644889 0.117989578180773 0.349801274537005
"86" 0.825869995676971 7.55569960861268e-05 0.173721864186971 0.000332583139971426
"87" 0.000969782373292071 0.000172372095743954 0.205483661286099 0.793374184244865
"88" 0.816804626773827 8.38041416075351e-05 0.178356519879093 0.00475504920547239
"89" 0.634235691163791 0.0455754244382716 0.135368246673965 0.184820637723973
